category	country	country_short	lang	lang_short	name	region	subject	text	type	url	lat	lon
National	Belgium	BE	English	en	eeas-african-union	European Union	General News	Delegation of the European Union to the African Union	webnews	https://eeas.europa.eu/delegations/african-union-au_en	50.6402809	4.666714499999999
National	Poland	PL	Polish	pl	bnpparibas	European Union	General News	BGŻ BNP Paribas	webnews	https://www.bnpparibas.pl/rolnicy	52.2294694	20.974774
National	Canada	CA	French	fr	usherbrooke	North America	General News	usherbrooke	webnews	https://www.usherbrooke.ca/	61.0666922	-107.9917071
International	USA	US	Spanish	es	fayerwayer	North America	General News	FayerWayer	webnews	http://www.fayerwayer.com/	39.7837304	-100.4458825
National	Haiti	HT	French	fr	alterpresse	Central America	General News	AlterPresse	webnews	http://www.alterpresse.org/	19.139995199999998	-72.35709720000001
National	Denmark	DK	Danish	da	shippingwatch	European Union	General News	ShippingWatch - Danish	webnews	http://shippingwatch.dk/	55.670249	10.333328300000002
National	Netherlands	NL	Dutch	nl	bnr	European Union	General News	BNR	webnews	https://www.bnr.nl/	52.348509	4.917588200000001
National	Germany	DE	German	de	sat1-de	European Union	General News	SAT-1	TVRadio	http://www.sat1.de/news/	50.900118299999995	12.435984206233798
National	Germany	DE	German	de	bnn	European Union	General News	bnn	webnews	https://bnn.de	49.03744879999999	8.703679199999998
National	Turkey	TR	Turkish	tr	gunes	EU Candidate	General News	Günes	webnews	http://www.gunes.com/	39.373304600000004	37.8598874
National	USA	US	English	en	bnd	North America	General News	Belleville News-Democrat newspaper in Belleville	webnews	https://www.bnd.com/	39.7837304	-100.4458825
Regional	Italy	IT	Italian	it	iltirreno	European Union	General News	Il Tirreno	webnews	http://iltirreno.gelocal.it/	43.55212365	10.327874016189533
National	Iran	IR	Persian	fa	iranpressnews	Middle East	General News	Iran press news	webnews	http://www.iranpressnews.com/	32.6475314	54.56435160000001
National	Libya	LY	Arabic	ar	alwasat	Africa	General News	alwasat	webnews	http://alwasat.ly/	26.8234472	18.1236723
National	Bahrain	BH	Arabic	ar	bna	Middle East	General News	Bahrain News Agency	webnews	https://www.bna.bh/	26.155124899999997	50.5344606
National	Iran	IR	Persian	fa	ebtekarnews	Middle East	General News	Iranian online newspaper	webnews	http://www.ebtekarnews.com/	32.6475314	54.56435160000001
National	Netherlands	NL	Dutch	nl	dvhn	European Union	General News	Dagblad van het Noorden	webnews	https://www.dvhn.nl/	53.213518900000004	6.5892833
Local	Italy	IT	Italian	it	bresciatoday	European Union	General News	Brescia Today	webnews	http://www.bresciatoday.it/	42.6384261	12.674297
National	Ukraine	UA	Russian	ru	lviv-portal-comments	Europe Other	General News	lviv portal - Інформаційний портал Львова	webnews	https://portal.lviv.ua/	49.4871968	31.2718321
National	Chad	TD	French	fr	journaldutchad	Africa	General News	JournalduTchad	webnews	http://www.journaldutchad.com/	15.613413699999999	19.015617199999998
National	Singapore	SG	English	en	yahoo-sg	Asia	General News	Yahoo News Singapore	webnews	https://sg.news.yahoo.com/singapore	1.357107	103.81949920000001
National	France	FR	French	fr	amisdelaterre	European Union	General News	Les Amis de la Terre	webnews	https://www.amisdelaterre.org/	46.603353999999996	1.8883334999999999
National	USA	US	English	en	agribusinessglobal	North America	General News	AgriBusiness	webnews	http://www.agribusinessglobal.com/	38.38285435	-75.53060045679271
National	Greece	GR	Modern Greek (1453-)	el	energypress	European Union	General News	energypress	webnews	https://energypress.gr/	38.995368299999996	21.987713199999998
National	Vietnam	VN	Vietnamese	vi	baotainguyenmoitruong	Asia	General News	bao tai nguyen moi truong	webnews	https://baotainguyenmoitruong.vn/	21.02078805	105.78582576955776
National	Austria	AT	German	de	bmi	European Union	General News	BM.I Bundesministerium für Inneres	webnews	https://www.bmi.gv.at/	48.2088014	16.364848066252694
National	Hungary	HU	Hungarian	hu	bme	European Union	General News	Budapesti Műszaki és Gazdaságtudományi Egyetem	webnews	http://www.bme.hu/	47.4796299	19.056169864300106
National	Sweden	SE	Swedish	sv	regionblekinge	European Union	General News	regionblekinge	webnews	http://www.regionblekinge.se/	59.67497120000001	14.5208584
National	Brazil	BR	Portuguese	pt	roraimaemtempo	South America	General News	JORNAL RORAIMA EM TEMPO	webnews	http://roraimaemtempo.com/	-10.333333300000001	-53.2
National	Italy	IT	Italian	it	lopinionista	European Union	General News	L'opinionista	webnews	https://www.lopinionista.it/	42.6384261	12.674297
National	Palestine, State of	PS	Arabic	ar	alqassam	Middle East	General News	AL-Qassam Brigades	webnews	http://www.alqassam.ps/arabic/	31.94696655	35.27386547291496
National	USA	US	English	en	pysnnoticias	North America	General News	Pysnnoticias	webnews	http://pysnnoticias.com/	39.7837304	-100.4458825
National	France	FR	English	en	edhec	European Union	General News	edhec	webnews	https://www.edhec.edu/	43.669725	7.2209817409326424
National	Chile	CL	English	en	markets-businessinsider	South America	General News	Markets Business Insider	webnews	http://markets.businessinsider.com/	-31.7613365	-71.3187697
National	Pakistan	PK	English	en	nation	Asia	General News	The Nation	webnews	https://nation.com.pk/	33.6974251	73.0661033
National	Spain	ES	Spanish	es	radiocable	European Union	General News	Radiocable	webnews	http://www.radiocable.com/	39.3262345	-4.838064900000001
National	Italy	IT	Italian	it	europa-today	European Union	General News	EuropaToday	webnews	http://europa.today.it/	42.6384261	12.674297
International	Germany	DE	German	de	suddeutsche	European Union	General News	Süddeutsche Zeitung	webnews	https://www.sueddeutsche.de/	48.112609899999995	11.587648199999999
National	Malaysia	MY	English	en	met-my	Asia	General News	met	webnews	http://www.met.gov.my/	3.1824008	101.66443291892168
International	Japan	JP	Japanese	ja	rocketnews24	Asia	General News	Rocket news 24	webnews	http://en.rocketnews24.com/	36.5748441	139.2394179
National	USA	US	English	en	directionsmag	North America	General News	directions magazine	webnews	http://www.directionsmag.com/	39.7837304	-100.4458825
National	Germany	DE	German	de	bka	European Union	General News	BKA	webnews	https://www.bka.de/DE/Home/home_node.html	50.04749585	8.228124882233846
National	Ireland	IE	English	en	nsai	European Union	General News	National Standards Authority of Ireland	webnews	https://www.nsai.ie/	52.865196	-7.9794599
National	Poland	PL	Polish	pl	sadyogrody	European Union	General News	sadyogrody	webnews	http://www.sadyogrody.pl/	52.0189912	19.19558554308718
National	Italy	IT	Italian	it	lavocedialba	European Union	General News	lavocedialba	webnews	http://www.lavocedialba.it/	42.6384261	12.674297
International	Nicaragua	NI	Spanish	es	lajornadanet	Central America	General News	La Jornada	webnews	http://www.lajornadanet.com/	12.609015699999999	-85.29369109999999
National	China	CN	Chinese	zh	bjx	Asia	General News	bjx	webnews	http://news.bjx.com.cn/	35.000074	104.999927
National	Iraq	IQ	Arabic	ar	kitabat	Middle East	General News	kitabat	webnews	https://kitabat.com/	33.0955793	44.174977500000004
National	Porto Rico	PR	Spanish	es	elexpresso	Central America	General News	Periódico El Expresso de Puerto Rico	webnews	http://www.elexpresso.com/		
National	Netherlands	NL	Dutch	nl	groentennieuws	European Union	General News	Dé website voor de Nederlandse groententeelt	webnews	https://www.groentennieuws.nl/	52.500169799999995	5.7480820999999995
National	Thailand	TH	English	en	chiangraitimes	Asia	General News	Chiang Rai Times	webnews	http://www.chiangraitimes.com/	14.8971921	100.83273
National	Domenican Republic	DO	Spanish	es	prd-DO	Central America	General News	PLD	webnews	https://prd.org.do/		
National	Syria	SY	Arabic	ar	rojavainformationcenter	Middle East	General News	Rojava Information Center - Rojava Information Center	webnews	https://rojavainformationcenter.com/	34.6401861	39.0494106
Local	Italy	IT	Italian	it	ferrara24ore	European Union	General News	ferrara 24 ore	webnews	http://www.ferrara24ore.it/	42.6384261	12.674297
National	Argentina	AR	Spanish	es	losandes	South America	General News	Los Andes	webnews	https://www.losandes.com.ar/	-24.49659715	-67.38927011798691
National	Lithuania	LT	Lithuanian	lt	kmintys	European Union	General News	kmintys	webnews	http://www.kmintys.lt/	55.350000300000005	23.7499997
National	Greece	GR	Modern Greek (1453-)	el	larissanet	European Union	General News	larissanet	webnews	https://www.larissanet.gr/	38.995368299999996	21.987713199999998
National	USA	US	English	en	bio	North America	General News	Biotechnology Industry Organization (BIO)	webnews	https://www.bio.org/	39.7837304	-100.4458825
National	Ukraine	UA	Russian	ru	bin	Europe Other	General News	bin (Kyiv)	webnews	http://www.bin.com.ua/	50.301053700000004	30.3514076
National	Republic Congo	CG	French	fr	lesechos-congobrazza	Africa	General News	Les Echos du Congo Brazzaville	webnews	http://lesechos-congobrazza.com/	-0.7264326999999999	15.6419155
National	Czech Republic	CZ	Czech	cs	tyden	European Union	General News	Týden	webnews	http://www.tyden.cz	49.816700299999994	15.4749544
National	Azerbaijan	AZ	Azerbaijani	az	big	Asia	General News	1news	webnews	http://big.az/	40.3936294	47.787250799999995
National	Greece	GR	Modern Greek (1453-)	el	cretalive	European Union	General News	cretalive	webnews	https://www.cretalive.gr/	38.995368299999996	21.987713199999998
National	Greece	GR	Modern Greek (1453-)	el	sev-org-gr	European Union	General News	Hellenic Federation of Enterprises	webnews	https://www.sev.org.gr/	38.995368299999996	21.987713199999998
Regional	Italy	IT	Italian	it	ilgiorno	European Union	General News	il Giorno	webnews	https://www.ilgiorno.it/	45.584500399999996	9.2756398
National	Switzerland	CH	German	de	blick	Europe Other	General News	Blick	webnews	http://www.blick.ch/	47.717120200000004	8.7821191
National	Netherlands	NL	English	en	bhp	European Union	General News	bhp	webnews	https://www.bhp.com/	52.500169799999995	5.7480820999999995
National	Chile	CL	Spanish	es	elmorrocotudo	South America	General News	El Morrocotudo	webnews	http://www.elmorrocotudo.cl/	-31.7613365	-71.3187697
National	USA	US	English	en	suntimes	North America	General News	Chicago Sun Times	webnews	http://chicago.suntimes.com/	41.8881455	-87.6376997
National	Italy	IT	Italian	it	excite	European Union	General News	Excite Italia	webnews	http://www.excite.it/	42.6384261	12.674297
National	Ireland	IE	English	en	environmentalresearchweb	European Union	General News	Environmental research web	webnews	http://environmentalresearchweb.org/	52.865196	-7.9794599
National	United Kingdom	GB	English	en	portsmouth	Europe Other	General News	The News	webnews	http://www.portsmouth.co.uk/	51.88501505	0.9153698596993182
International	Peru	PE	Spanish	es	tvperu	South America	General News	TV Perú Canal 7	webnews	http://www.tvperu.gob.pe/informa	-12.0743199	-77.03087903164129
National	Netherlands	NL	Dutch	nl	europa-nu	European Union	General News	europa nu	webnews	http://www.europa-nu.nl/	52.500169799999995	5.7480820999999995
International	Italy	IT	Italian	it	agenpress	European Union	General News	Agenpress	webnews	https://www.agenpress.it/	42.6384261	12.674297
National	Palestine, State of	PS	Arabic	ar	alquds-uk	Middle East	General News	alquds alarabi	webnews	http://www.alquds.co.uk/	31.94696655	35.27386547291496
National	USA	US	English	en	securitycouncilreport	North America	General News	Security Council Report	webnews	http://www.securitycouncilreport.org/	39.7837304	-100.4458825
National	Sweden	SE	Swedish	sv	aftonbladet	European Union	General News	Swedish  webnews	webnews	https://www.aftonbladet.se/	59.67497120000001	14.5208584
National	Saint Vincent and the Grenadines	VC	English	en	security-gov	Central America	General News	Ministry of National Security, Air and Sea Port Development	webnews	http://www.security.gov.vc/security/	12.90447	-61.2765569
National	United Kingdom	GB	English	en	ons.uk	Europe Other	General News	Office for National Statistics	webnews	https://www.ons.gov.uk/	51.56667025	-3.028396882718652
National	Armenia	AM	Russian	ru	arka-am-ru	Asia	General News	ARKA	webnews	http://arka.am/ru/	40.181338700000005	44.5045964
National	Italy	IT	Italian	it	monitorimmobiliare	European Union	General News	Monitor Immobiliare	webnews	https://www.monitorimmobiliare.it/	42.6384261	12.674297
National	Kuwait	KW	Arabic	ar	kisr	Middle East	General News	kisr	webnews	http://www.kisr.edu.kw/ar/ 	29.17661825	47.684689428016036
National	Sweden	SE	Swedish	sv	bgc	European Union	General News	Bankgirot	webnews	https://www.bankgirot.se/	59.67497120000001	14.5208584
National	Denmark	DK	Danish	da	brintbranchen	European Union	General News	brintbranchen	webnews	https://brintbranchen.dk/	55.670249	10.333328300000002
National	Sweden	SE	English	en	nordicforestresearch	European Union	General News	Nordic Forest Research (SNS)	webnews	https://nordicforestresearch.org/	59.67497120000001	14.5208584
National	Bulgaria	BG	Bulgarian	bg	div-bg	European Union	General News	div	webnews	http://div.bg/	41.97608015	26.276892304439038
National	Brazil	BR	Portuguese	pt	folhape	South America	General News	Folha pe	webnews	https://www.folhape.com.br/	-8.02916175	-34.92393781833389
National	Somalia	SO	English	en	garoweonline	Africa	General News	Garowe Online	webnews	http://www.garoweonline.com/	8.3676771	49.083416
National	Norway	NO	Norwegian	no	kvinnheringen	Europe Other	General News	kvinnheringen	webnews	http://www.kvinnheringen.no	60.5000209	9.099971499999999
National	Algeria	DZ	Arabic	ar	th3professional	Africa	General News	th3professional	webnews	http://www.th3professional.com/	28.000027199999998	2.9999825
National	Argentina	AR	Spanish	es	urgente24	South America	General News	urgente24	webnews	https://www.urgente24.com/	-34.9964963	-64.9672817
National	Estonia	EE	Estonian	et	uudised-tv3	European Union	General News	TV3	TVRadio	https://uudised.tv3.ee	58.75237779999999	25.3319078
National	Sweden	SE	Swedish	sv	omni	European Union	General News	omni	webnews	http://omni.se/	59.347109200000006	18.033344800000002
National	Thailand	TH	Thai	th	innnews	Asia	General News	innnews	webnews	https://www.innnews.co.th/	14.8971921	100.83273
National	Iran	IR	Persian	fa	itna	Middle East	General News	Information Technology News Agency	webnews	http://www.itna.ir/	32.6475314	54.56435160000001
National	Sweden	SE	Swedish	sv	avfallsverige	European Union	General News	Avfall Sverige	webnews	http://www.avfallsverige.se/	59.67497120000001	14.5208584
National	Iceland	IS	Icelandic	is	logreglan	EU Candidate	General News	Lögregluvefurin	webnews	http://www.logreglan.is/	64.9841821	-18.1059013
National	Aruba	AW	Papiamento	pap	bondia	North America	General News	bondia	webnews	https://www.bondia.com/		
National	Estonia	EE	Estonian	et	valgamaalane	European Union	General News	Valgamaalane	webnews	http://www.valgamaalane.ee/	58.75237779999999	25.3319078
National	Uruguay	UY	Spanish	es	corteelectoral	South America	General News	Corte Electoral	webnews	https://www.corteelectoral.gub.uy/	-34.9052552	-56.2048745
National	Spain	ES	Spanish	es	politica-china	European Union	General News	Observatorio de la Política China	webnews	https://politica-china.org	39.3262345	-4.838064900000001
